,year,selling_price,km_driven,mileage,engine,max_power,fuel_Petrol,seller_type_Individual,transmission_Manual,owner_Second Owner,owner_Third and above owners,seat_category_more than 5
1341,2012,170000,90000,25.44,936.0,57.6,False,True,True,False,False,False
1344,2013,360000,81000,19.01,1461.0,108.45,False,True,True,True,False,False
1345,2018,570000,80000,25.4,1186.0,73.97,False,True,True,False,False,False
1346,2012,350000,105000,19.01,1461.0,108.45,False,True,True,True,False,False
1348,2017,700000,227000,17.5,1373.0,91.1,True,True,True,False,False,True
1349,2012,375000,100000,19.01,1461.0,108.45,False,True,True,True,False,False
1351,2013,325000,70000,21.9,1396.0,88.76,False,True,True,False,True,False
1352,2011,260000,120000,20.54,1598.0,103.6,False,True,True,False,True,False
1353,2009,130000,80000,19.7,796.0,46.3,True,True,True,False,True,False
1354,2008,150000,120000,11.57,2179.0,138.1,False,True,True,False,True,True
1355,2014,220000,40000,17.92,1086.0,62.1,True,True,True,False,False,False
1356,2014,275000,53000,20.36,1197.0,78.9,True,True,True,False,False,False
1357,2017,455000,60000,25.2,1248.0,74.0,False,True,True,False,False,False
1358,2017,570000,30000,18.6,1197.0,81.83,True,True,True,False,False,False
1359,2013,330000,100000,20.54,1598.0,103.6,False,True,True,False,True,False
1361,2012,450000,98000,20.77,1248.0,88.8,False,True,True,False,True,True
1362,2014,250000,60000,21.1,814.0,55.2,True,True,True,False,False,False
1363,2010,165000,80000,20.36,1197.0,78.9,True,True,True,False,True,False
1364,2013,800000,117000,11.18,2696.0,184.0,False,False,False,False,False,True
1365,2018,680000,8576,18.7,1199.0,88.7,True,False,True,False,False,False
1366,2017,525000,19723,20.3,1199.0,84.0,True,False,False,False,False,False
1367,2016,825000,21446,16.8,1497.0,116.3,True,False,True,False,False,False
1368,2017,750000,52289,25.1,1248.0,88.5,False,False,True,False,False,False
1369,2017,950000,52236,15.4,2179.0,120.0,False,False,True,False,False,True
1370,2017,950000,54470,15.4,2179.0,120.0,False,False,True,False,False,True
1371,2017,675000,25471,21.9,1396.0,90.0,False,False,True,False,False,False
1372,2019,490000,33928,23.84,1199.0,84.48,True,False,True,False,False,False
1373,2018,775000,59736,18.49,1493.0,100.0,False,False,True,False,False,True
1374,2009,350000,54290,17.0,1497.0,118.0,True,False,True,False,False,False
1375,2016,475000,2118,19.4,1198.0,86.8,True,False,True,False,False,False
1376,2017,950000,61379,15.4,2179.0,120.0,False,False,True,False,False,True
1377,2010,350000,58544,17.4,1497.0,117.3,True,False,True,True,False,False
1378,2016,400000,74381,21.79,998.0,67.05,True,False,True,False,False,False
1379,2001,75000,35000,16.1,796.0,37.0,True,True,True,False,True,False
1380,2017,850000,63982,22.7,1498.0,89.84,False,False,True,False,False,False
1381,2008,175000,65000,18.9,998.0,67.1,True,False,True,True,False,False
1382,2014,570000,74000,15.96,2523.0,62.1,False,False,True,False,False,True
1383,2013,525000,56429,19.01,1461.0,108.45,False,False,True,True,False,False
1384,2012,270000,56000,20.36,1197.0,78.9,True,True,True,False,False,False
1385,2019,434999,19500,20.3,1086.0,68.07,True,False,True,False,False,False
1386,2015,495000,30000,18.6,1197.0,81.83,True,False,True,False,False,False
1387,2016,575000,53000,22.54,1396.0,88.73,False,False,True,False,False,False
1388,2017,600000,5000,20.14,1197.0,81.86,True,True,True,False,False,False
1389,2015,700000,25000,17.01,1591.0,121.4,True,True,True,False,False,False
1390,2014,560000,72000,26.0,1498.0,98.6,False,False,True,False,False,False
1392,2005,250000,80000,13.6,2523.0,63.0,False,True,True,False,False,True
1393,2013,409999,29000,15.0,1598.0,103.5,True,True,True,True,False,False
1394,2016,495000,56832,19.87,1461.0,83.14,False,False,True,False,False,False
1395,2014,470000,30528,18.6,1197.0,81.86,True,False,True,False,False,False
1396,2013,350000,65285,24.7,1498.0,98.63,False,False,True,False,False,False
1398,2015,480000,43000,18.7,1199.0,88.7,True,False,True,False,False,False
1399,2013,270000,52380,23.59,1364.0,67.04,False,False,True,False,False,False
1400,2018,660000,74250,21.0,1498.0,74.96,False,False,True,False,False,True
1401,2017,490000,57247,20.89,1197.0,81.8,True,False,False,False,False,False
1402,2017,800000,52000,24.3,1248.0,88.5,False,True,True,False,False,False
1403,2011,350000,47000,16.95,1498.0,97.7,True,True,True,True,False,False
1404,2011,170000,80000,17.8,1399.0,68.0,False,True,True,False,True,False
1405,2011,125000,85000,18.0,1248.0,75.0,False,True,True,True,False,False
1406,2012,400000,100000,19.3,1248.0,73.9,False,True,True,False,False,False
1407,2011,250000,110000,16.95,1498.0,97.7,True,True,True,False,False,False
1408,2010,190000,178000,20.4,1248.0,91.7,False,True,True,True,False,False
1409,2010,125000,120000,19.7,796.0,46.3,True,True,True,False,True,False
1412,2010,786000,155000,12.8,2494.0,102.0,False,True,True,False,True,True
1413,2015,335000,30000,20.51,998.0,67.04,True,True,True,False,False,False
1414,2009,114999,60000,18.9,1061.0,67.0,True,True,True,False,True,False
1415,2012,229999,70000,22.07,1199.0,73.9,False,True,True,False,True,False
1416,2017,731000,40000,22.54,1396.0,88.73,False,True,True,False,False,False
1417,2012,395000,120000,22.32,1582.0,126.32,False,True,True,False,False,False
1418,2015,500000,120000,26.59,1248.0,74.0,False,True,True,False,False,False
1419,2014,220000,50000,21.1,814.0,55.2,True,True,True,False,True,False
1420,2013,240000,100000,20.0,1399.0,68.1,False,True,True,False,False,False
1421,2010,215000,120000,23.0,1396.0,90.0,False,True,True,False,True,False
1422,2012,400000,90000,22.9,1248.0,74.0,False,True,True,True,False,False
1423,2012,191000,90000,19.0,998.0,67.1,True,True,True,False,False,False
1424,2013,351000,100000,14.0,2498.0,112.0,False,True,True,True,False,True
1425,2015,250000,20000,21.9,624.0,37.48,True,True,False,False,False,False
1426,2009,210000,90000,18.1,1493.0,110.0,False,True,True,True,False,False
1427,2011,300000,120000,17.6,1496.0,88.7,True,True,True,False,True,False
1428,2017,700000,35000,25.83,1498.0,99.0,False,True,True,False,False,False
1429,2010,500000,120000,11.8,1991.0,150.0,False,True,True,True,False,False
1430,2002,120000,120000,16.1,796.0,37.0,True,True,True,False,False,False
1431,2019,850000,10000,22.54,1396.0,88.76,False,True,True,False,False,False
1433,2017,770000,65000,25.5,1498.0,98.6,False,True,True,True,False,False
1434,2007,245000,90000,13.5,1799.0,130.0,True,True,True,False,True,False
1435,2012,250000,90000,20.92,998.0,67.1,True,True,True,False,False,False
1436,2016,651000,42323,21.19,1396.0,88.76,False,False,True,False,False,False
1437,2013,480000,42462,16.8,1497.0,116.3,True,False,True,False,False,False
1438,2015,470000,54723,25.2,1248.0,74.0,False,False,True,False,False,False
1439,2016,500000,30000,27.3,1498.0,98.6,False,True,True,False,False,False
1440,2011,1075000,42545,19.62,1998.0,190.0,False,False,False,False,False,False
1441,2016,690000,32000,25.1,1248.0,88.5,False,False,True,False,False,False
1444,2018,480000,20375,20.89,1197.0,81.8,True,False,True,False,False,False
1445,2013,450000,43978,28.4,1248.0,74.0,False,False,True,True,False,False
1447,2015,445000,40200,21.0,1498.0,74.96,False,False,True,False,False,True
1448,2018,700000,30000,18.6,1197.0,81.83,True,True,True,False,False,False
1449,2014,560000,90000,20.77,1248.0,88.8,False,True,True,False,False,True
1450,2013,475000,48000,21.7,1498.0,98.96,False,False,True,True,False,False
1451,2014,465000,27233,27.4,1498.0,98.63,False,False,True,False,False,False
1452,2017,520000,28832,23.4,1248.0,74.0,False,False,True,False,False,False
1453,2011,225000,35000,15.0,1368.0,90.0,True,True,True,False,False,False
1454,2015,700000,35000,16.02,1373.0,93.7,True,True,True,False,False,True
1456,2006,93150,80000,17.7,1497.0,78.0,True,True,True,True,False,False
1457,2016,403000,30000,17.21,1493.0,100.0,False,True,True,True,False,True
1458,2009,229999,50000,19.81,1086.0,68.05,True,True,True,True,False,False
1459,2016,525000,40000,26.59,1248.0,74.0,False,True,True,True,False,False
1460,2014,560000,25000,16.02,1373.0,93.7,True,True,True,False,False,True
1461,2020,830000,120000,15.1,2179.0,152.87,False,True,True,False,False,True
1462,2011,250000,60000,21.1,1248.0,73.9,False,True,True,True,False,False
1463,2014,450000,110000,15.96,2523.0,63.0,False,True,True,False,False,True
1464,2016,745000,67000,15.4,1997.0,120.0,False,True,True,False,False,True
1465,2010,144000,50000,20.0,1399.0,68.0,False,True,True,True,False,False
1466,2008,120000,40000,18.2,1061.0,64.0,True,True,True,False,False,False
1467,2008,300000,120000,11.57,2179.0,138.1,False,True,True,True,False,True
1469,2003,300000,98000,10.5,2179.0,120.0,False,True,True,False,False,True
1470,2009,270000,150000,13.6,2523.0,63.0,False,True,True,True,False,True
1471,2014,260000,38000,22.1,1248.0,74.0,False,True,True,False,False,False
1472,2015,475000,120000,23.59,1364.0,67.05,False,True,True,False,False,False
1473,2011,302000,103000,20.0,1399.0,68.0,False,True,True,False,True,False
1475,2017,775000,80000,24.3,1248.0,88.5,False,True,True,False,False,False
1476,2015,700000,50000,20.77,1248.0,88.76,False,True,True,False,False,True
1477,2014,530000,90000,25.2,1248.0,74.0,False,True,True,False,False,False
1478,2017,869999,70000,21.5,1497.0,108.5,False,True,True,False,False,False
1479,2006,155000,110000,14.9,1991.0,112.2,False,True,True,False,True,False
1480,2019,550000,30000,23.84,1199.0,83.83,True,True,False,False,False,False
1481,2016,600000,80000,26.59,1248.0,74.0,False,True,True,True,False,False
1482,2012,430000,110000,19.3,1248.0,73.9,False,True,True,True,False,False
1483,2010,246000,120000,18.8,1248.0,90.0,False,True,True,False,False,False
1484,2003,120000,120000,17.3,993.0,60.0,True,True,True,False,True,False
1485,2014,565000,70000,18.6,1197.0,81.83,True,True,True,True,False,False
1486,2018,850000,60000,22.54,1396.0,88.76,False,True,True,False,False,False
1487,2006,160000,90000,19.7,796.0,46.3,True,True,True,False,False,False
1488,2014,325000,142500,19.5,1248.0,75.0,False,True,True,False,False,False
1489,2011,450000,90000,12.05,2179.0,120.0,False,True,True,False,True,True
1490,2015,310000,50000,19.81,1086.0,68.05,True,True,True,False,False,False
1491,2013,250000,90000,25.8,1498.0,98.6,False,True,True,False,True,False
1492,2015,420000,115000,26.59,1248.0,74.0,False,True,True,True,False,False
1493,2013,330000,150000,15.0,1396.0,98.6,True,True,False,True,False,False
1494,2015,405000,68000,20.4,1197.0,81.8,True,True,True,True,False,False
1495,2013,400000,90000,15.96,2523.0,62.1,False,True,True,True,False,True
1496,2010,409999,110000,15.6,1497.0,116.3,True,True,False,False,True,False
1497,2013,500000,70000,15.96,2523.0,62.1,False,True,True,True,False,True
1498,2011,590000,80000,15.1,2179.0,140.0,False,True,True,False,True,True
1500,2007,135000,100000,19.81,1086.0,68.05,True,True,True,True,False,False
1501,2004,70000,70000,18.9,998.0,67.1,True,True,True,True,False,False
1502,2004,45000,77000,16.1,796.0,37.0,True,True,True,False,True,False
1503,2018,650000,35500,28.4,1248.0,74.02,False,True,True,False,False,False
1504,2018,400000,17500,20.51,998.0,67.04,True,True,True,False,False,False
1505,2017,350000,27000,23.95,998.0,67.05,True,True,True,False,False,False
1506,2017,550000,60000,24.0,1186.0,73.97,False,True,True,False,False,False
1507,2016,350000,25000,20.51,998.0,67.04,True,True,True,False,False,False
1508,2015,459999,80000,26.59,1248.0,74.0,False,True,True,False,False,False
1509,2012,185000,60000,19.7,796.0,46.3,True,True,True,True,False,False
1510,2013,550000,38000,22.07,1199.0,73.9,False,True,True,False,False,False
1513,2011,900000,110000,12.8,2494.0,102.0,False,True,True,False,False,True
1514,2016,900000,92000,21.9,1498.0,98.6,False,True,True,False,False,True
1515,2012,550000,180000,15.96,2523.0,62.1,False,True,True,False,True,True
1516,2018,625000,10000,21.4,1197.0,83.1,True,True,True,False,False,False
1517,2017,310000,35000,24.7,796.0,47.3,True,True,True,True,False,False
1518,2017,500000,35000,28.4,1248.0,74.0,False,True,True,False,False,False
1519,2016,610000,23000,24.0,1120.0,70.0,False,True,True,False,False,False
1520,2012,150000,150000,19.09,1396.0,69.0,False,True,True,False,True,False
1521,2015,480000,70000,24.4,1120.0,71.0,False,True,True,False,False,False
1522,2017,650000,40000,18.6,1197.0,81.83,True,True,True,False,False,False
1523,2012,290000,100000,21.9,1396.0,90.0,False,True,True,True,False,False
1524,2017,300000,50000,24.7,796.0,47.3,True,True,True,True,False,False
1525,2010,270000,120000,19.3,1248.0,73.9,False,True,True,False,True,False
1526,2015,400000,60000,24.4,1120.0,71.0,False,True,True,True,False,False
1527,2015,280000,28000,22.74,796.0,47.3,True,True,True,True,False,False
1528,2009,250000,60000,17.5,1298.0,85.8,True,True,True,False,True,False
1529,2012,495000,80000,19.3,1248.0,73.9,False,True,True,True,False,False
1531,2019,700000,4500,19.5,1199.0,88.76,True,True,True,False,False,False
1532,2013,310000,70000,25.0,1396.0,69.0,False,True,True,False,False,False
1533,2017,650000,120000,19.87,1461.0,83.8,False,True,True,False,False,False
1534,2015,600000,80000,19.0,1199.0,88.7,True,True,False,False,False,False
1535,2009,150000,150000,11.57,2179.0,138.1,False,True,True,False,True,True
1536,2009,135000,120000,15.7,1390.0,75.0,True,True,True,False,False,False
1537,2014,650000,50000,23.4,1248.0,74.0,False,True,True,False,False,False
1538,2012,550000,83000,16.8,1497.0,116.3,True,True,True,False,False,False
1539,2017,650000,20000,28.4,1248.0,74.02,False,True,True,False,False,False
1541,2017,450000,6750,18.5,1198.0,86.8,True,True,True,False,False,False
1542,2015,650000,26000,20.73,1373.0,91.1,True,True,True,False,False,False
1543,2017,430000,52000,17.0,1197.0,81.86,True,True,True,False,False,False
1544,2017,1143000,51000,17.01,1582.0,126.2,False,True,False,False,False,False
1545,2019,700000,20000,22.0,1197.0,81.8,True,True,False,False,False,False
1546,2011,229999,18500,18.5,1197.0,85.8,True,True,True,False,False,False
1547,2017,509999,142000,18.49,1493.0,100.0,False,True,True,False,False,True
1548,2016,670000,50478,15.85,1499.0,110.4,True,True,True,False,False,False
1549,2019,525000,9200,23.84,1199.0,83.83,True,True,False,False,False,False
1550,2016,515000,40000,19.87,1461.0,83.8,False,True,True,False,False,False
1551,2020,630000,5000,21.01,1197.0,81.8,True,True,True,False,False,False
1552,2019,270000,2300,22.7,799.0,53.64,True,True,True,False,False,False
1553,2016,300000,40000,22.74,796.0,47.3,True,True,True,False,False,False
1554,2012,250000,119000,14.0,2489.0,95.0,False,True,True,False,False,True
1555,2005,90000,100000,19.7,796.0,46.3,True,True,True,False,True,False
1556,2017,750000,100000,24.52,1248.0,88.5,False,True,True,False,False,True
1557,2009,135000,50000,18.9,1061.0,67.0,True,True,True,True,False,False
1558,2013,275000,80000,15.1,1196.0,73.0,True,True,True,True,False,False
1559,2018,740000,15000,17.0,1198.0,108.5,True,True,True,False,False,False
1565,2018,1000000,4295,17.1,1496.0,105.5,True,False,True,False,False,False
1566,2018,1000000,5229,17.1,1496.0,105.5,True,False,True,False,False,False
1567,2019,550000,4701,20.7,1197.0,81.86,True,False,True,False,False,False
1568,2016,600000,6757,21.01,1197.0,81.8,True,False,True,False,False,False
1569,2016,675000,28182,14.3,1598.0,103.52,True,False,False,False,False,False
1570,2019,950000,11533,14.23,1498.0,104.55,True,False,True,False,False,False
1571,2017,850000,11688,17.8,1497.0,117.3,True,False,True,False,False,False
1573,2012,550000,57728,14.53,1794.0,138.1,True,False,False,False,False,False
1574,2018,925000,23712,28.09,1248.0,88.5,False,False,True,False,False,False
1575,2015,625000,70670,16.5,1499.0,110.0,True,False,False,False,False,False
1576,2014,200000,43381,22.74,796.0,47.3,True,False,True,True,False,False
1577,2014,635000,79011,18.0,1497.0,117.3,True,False,False,False,False,False
1579,2014,425000,50000,21.79,1248.0,88.73,False,True,True,True,False,False
1580,2011,220000,40000,18.9,998.0,67.1,True,True,True,False,False,False
1581,2018,590000,10000,18.9,1197.0,81.86,True,True,True,False,False,False
1582,2017,775000,35000,16.55,2498.0,105.0,False,True,True,False,False,True
1583,2015,350000,58500,18.5,1197.0,85.8,True,True,True,False,False,False
1584,2018,575000,20000,21.4,1197.0,83.1,True,True,True,False,False,False
1585,2011,200000,43500,18.06,1198.0,75.0,True,True,True,True,False,False
1587,2015,600000,63000,22.77,1498.0,98.59,False,True,True,False,False,False
1588,2016,720000,35000,15.96,2523.0,62.1,False,True,True,False,False,True
1589,2012,158000,110000,19.09,1396.0,69.0,False,True,True,True,False,False
1591,2017,580000,30000,17.36,1197.0,81.86,True,True,False,False,False,False
1592,2012,420000,50000,15.96,2523.0,62.1,False,True,True,False,False,True
1593,2018,1200000,35000,17.3,1497.0,121.0,False,True,True,False,False,True
1594,2018,350000,30000,23.01,999.0,67.0,True,True,True,False,False,False
1595,2014,650000,56000,17.4,1497.0,117.3,True,True,True,False,False,False
1596,2017,400000,12700,20.51,998.0,67.04,True,True,True,False,False,False
1597,2018,700000,35000,21.5,1497.0,108.5,False,True,True,False,False,False
1598,2017,520000,30000,19.1,1197.0,82.0,True,True,True,False,False,False
1599,2012,450000,120000,12.05,2179.0,120.0,False,True,True,False,False,True
