,year,selling_price,km_driven,mileage_kmpl,engine_CC,max_power_bhp,fuel_Petrol,seller_type_Individual,transmission_Manual,owner_Second Owner,owner_Third and above owners,seat_category_more than 5
508,2009,88000,201850,17.88,1396.0,52.8,False,True,True,True,False,False
7153,2015,530000,79000,25.83,1498.0,99.0,False,True,True,True,False,False
994,2013,500000,195000,14.0,2523.0,75.0,False,True,True,False,False,True
6747,2011,525000,96000,12.05,2179.0,120.0,False,True,True,False,False,True
6149,2017,1250000,60000,16.0,2179.0,140.0,False,True,True,False,False,True
4663,2013,440000,120000,15.96,2523.0,62.1,False,True,True,False,False,True
7522,2017,2175000,50000,11.36,2755.0,171.5,False,True,False,False,False,True
1187,2009,90000,50000,16.0,995.0,63.0,True,True,True,True,False,False
445,2014,320000,50000,23.1,998.0,67.04,True,True,True,False,False,False
2709,2011,350000,110000,20.54,1598.0,103.6,False,True,True,True,False,False
1703,2015,500000,35000,17.3,1497.0,117.3,True,True,True,False,False,True
2575,2017,651000,32500,28.4,1248.0,74.02,False,True,True,True,False,False
7217,2017,278000,20000,22.5,999.0,67.0,True,True,True,False,False,False
7228,2017,440000,30000,20.51,998.0,67.04,True,True,True,False,False,False
6720,2019,1850000,14000,17.1,1956.0,170.0,False,True,True,False,False,False
6786,2018,750000,40000,20.73,1373.0,91.1,True,True,True,False,False,False
7420,2011,210000,175000,23.57,1396.0,70.0,False,True,True,True,False,False
855,2013,600000,60000,20.77,1248.0,88.8,False,True,True,False,False,True
3942,2012,60000,40000,25.4,624.0,38.0,True,True,True,True,False,False
7048,2013,541000,112011,13.93,2179.0,138.1,False,True,True,False,False,True
1504,2018,400000,17500,20.51,998.0,67.04,True,True,True,False,False,False
7092,2017,710000,50000,24.52,1248.0,88.5,False,True,True,False,False,True
6737,2014,290000,50000,21.1,814.0,55.2,True,True,True,False,False,False
2205,2018,325000,10000,21.1,814.0,55.2,True,True,True,False,False,False
5683,2013,475000,250000,20.46,1461.0,83.8,False,True,True,False,False,False
5511,2018,3251000,17601,16.25,1968.0,148.0,False,False,False,False,False,True
405,2010,150000,80000,20.92,998.0,67.1,True,True,True,False,False,False
2235,2009,380000,150000,13.93,2179.0,138.0,False,True,True,False,False,True
1353,2009,130000,80000,19.7,796.0,46.3,True,True,True,False,True,False
5038,2017,350000,50000,20.51,998.0,67.0,True,True,False,False,False,False
3442,2013,120000,110000,18.2,1199.0,84.8,True,True,True,True,False,False
8011,2015,650000,70000,22.54,1396.0,88.73,False,True,True,False,False,False
212,2019,1250000,15000,17.6,2179.0,147.94,False,True,True,False,False,True
7194,2014,229999,80000,21.1,814.0,55.2,True,True,True,False,False,False
7251,2018,472000,30000,20.51,998.0,67.0,True,True,False,False,False,False
192,2010,215000,120600,18.9,998.0,67.1,True,True,True,True,False,False
4577,2016,480000,56000,24.0,1120.0,70.0,False,True,True,False,False,False
4855,2013,420000,40000,25.8,1498.0,98.6,False,True,True,True,False,False
5280,2015,484999,30000,25.2,1248.0,74.0,False,True,True,False,False,False
3108,2015,449000,34156,16.47,1198.0,74.0,True,False,True,False,False,False
2650,2010,320000,42000,23.03,1396.0,69.0,False,True,True,False,False,False
8037,2012,175000,90000,19.4,1405.0,70.0,False,True,True,False,True,False
7911,2017,320000,28000,25.17,799.0,53.3,True,True,True,False,False,False
5911,2015,950000,30000,18.0,1497.0,117.3,True,True,False,False,False,False
5173,2013,325000,100000,25.8,1498.0,98.6,False,True,True,False,False,False
1366,2017,525000,19723,20.3,1199.0,84.0,True,False,False,False,False,False
3773,2012,511000,8500,22.0,1197.0,81.8,True,False,True,False,False,False
2902,2013,390000,53000,21.9,1396.0,88.76,False,True,True,True,False,False
5925,2015,550000,138000,22.77,1498.0,98.59,False,True,True,False,False,False
5607,2015,433000,70000,25.83,1498.0,99.0,False,True,True,False,False,False
1937,2012,250000,117000,14.0,2498.0,112.0,False,True,True,False,False,True
570,2013,630000,120000,20.77,1248.0,88.8,False,True,True,True,False,True
183,2016,386000,44000,19.1,1197.0,82.0,True,True,True,True,False,False
3215,2018,540000,30000,24.0,1186.0,73.97,False,True,True,False,False,False
7317,2011,275000,165000,21.1,1248.0,73.9,False,True,True,False,False,False
8005,2018,950000,70000,22.0,1582.0,126.2,False,True,True,False,False,False
5367,2011,450000,110000,16.8,1497.0,116.4,True,True,True,False,True,False
110,2019,1700000,32000,15.1,2179.0,155.0,False,True,True,False,False,True
3352,2017,1850000,18890,11.36,2755.0,171.5,False,False,False,False,False,True
4614,2004,100000,60000,16.1,1405.0,70.0,False,True,True,False,True,False
4393,2011,1600000,74000,10.0,2148.0,170.0,False,False,False,False,False,False
2033,2020,420000,25000,21.63,998.0,67.04,True,True,True,False,False,False
7175,2011,360000,100000,18.3,1991.0,147.9,False,True,True,False,False,False
5273,2010,260000,60000,20.36,1197.0,78.9,True,True,True,False,False,False
1934,2017,700000,50000,28.4,1248.0,74.02,False,True,True,True,False,False
167,2016,2900000,12000,18.12,1995.0,190.0,False,False,False,False,False,False
6449,2010,150000,123278,20.36,1197.0,78.9,True,True,True,True,False,False
1838,2010,210000,120000,21.12,1248.0,88.8,False,True,True,False,False,False
2994,2008,200000,100000,17.5,1298.0,85.8,True,True,True,False,False,False
5880,2004,110000,110000,14.4,1599.0,94.0,True,True,True,True,False,False
5850,2008,114999,100000,18.9,1061.0,67.0,True,True,True,True,False,False
3818,2016,690000,80000,26.59,1248.0,74.0,False,True,True,False,False,False
2540,2016,210000,50000,18.6,1199.0,76.8,True,True,True,False,False,False
5044,2020,1050000,20000,22.1,1396.0,88.7,False,True,True,False,False,False
4560,2016,550000,8588,22.0,1197.0,81.8,True,True,True,False,False,False
2114,2004,75000,46000,16.1,796.0,37.0,True,True,True,False,True,False
6198,2018,275000,20000,23.0,999.0,67.0,True,True,False,False,False,False
4506,2014,438999,81000,23.4,1248.0,74.0,False,False,True,False,False,False
338,2011,265000,90000,19.3,1248.0,73.9,False,True,True,False,True,False
234,2013,300000,120000,17.21,1493.0,100.0,False,True,True,True,False,True
8091,2010,125000,40000,16.0,1368.0,90.0,True,True,True,True,False,False
6674,2012,135000,146000,19.61,1405.0,70.0,False,True,True,False,False,False
557,2012,415000,60000,17.7,1497.0,113.42,True,False,True,False,False,False
226,2012,275000,93000,17.0,1197.0,80.0,True,True,True,True,False,False
1660,2013,200000,150000,19.09,1396.0,69.0,False,True,True,False,False,False
1332,2014,400000,110000,24.0,1120.0,70.0,False,True,True,False,False,False
971,2014,611000,90000,14.0,2523.0,75.0,False,True,True,True,False,True
333,2002,60000,100000,17.3,993.0,60.0,True,True,True,False,True,False
2144,2013,345000,100000,19.01,1461.0,108.45,False,True,True,True,False,False
3077,2017,400000,30000,23.1,998.0,67.04,True,True,False,True,False,False
2293,2005,151000,200000,10.5,2179.0,120.0,False,True,True,True,False,True
3865,2010,75000,120000,18.0,995.0,62.0,True,True,True,False,False,False
1782,2013,350000,50000,16.47,1198.0,73.9,True,True,True,False,True,False
946,2012,415000,108000,23.4,1248.0,74.0,False,True,True,False,False,False
2292,2018,750000,70000,16.5,1493.0,70.0,False,True,True,False,False,True
5439,2012,400000,100000,20.54,1598.0,103.6,False,True,True,True,False,False
5348,2017,675000,127991,25.5,1498.0,98.6,False,False,True,False,False,False
6602,2018,825000,82000,28.09,1248.0,88.5,False,True,True,False,False,False
4622,2017,650000,50000,25.8,1498.0,98.6,False,True,True,False,False,False
1787,2015,685000,30000,19.12,1373.0,91.1,True,True,False,False,False,False
233,2013,900000,70000,12.83,2696.0,162.0,False,True,True,False,False,True
2256,2007,35000,10000,16.1,796.0,37.0,True,True,True,False,False,False
5205,2015,880000,120000,19.67,1582.0,126.2,False,True,True,True,False,False
4559,2016,400000,100000,18.15,1198.0,82.0,True,True,True,False,False,False
3234,2019,740000,38000,28.4,1248.0,74.0,False,True,False,False,False,False
3792,2017,735000,70000,16.5,1493.0,70.0,False,True,True,False,False,True
1567,2019,550000,4701,20.7,1197.0,81.86,True,False,True,False,False,False
5859,2011,750000,168000,12.8,2494.0,102.0,False,True,True,True,False,True
6129,2009,160000,35000,19.81,1086.0,68.05,True,True,True,False,False,False
771,2017,490000,80000,17.8,1198.0,86.7,True,True,True,False,False,False
198,2019,520000,14000,20.3,1199.0,84.0,True,True,True,False,False,False
7688,2014,500000,17000,18.6,1197.0,81.83,True,True,True,False,False,False
5184,2006,150000,90000,13.4,1794.0,125.0,True,True,True,False,True,False
7064,2007,409999,248119,12.8,2494.0,102.0,False,True,True,False,True,True
304,2014,409000,70000,19.1,1197.0,85.8,True,True,True,True,False,False
2868,2018,680000,28000,21.21,1197.0,81.8,True,True,False,False,False,False
317,2016,229999,40000,25.17,799.0,53.3,True,True,True,False,False,False
7007,2012,1680000,129627,11.5,2982.0,171.0,False,False,True,False,False,True
1178,2014,575000,70000,13.58,2499.0,72.4,False,True,True,True,False,True
2570,2019,740000,14000,16.5,1493.0,70.0,False,True,True,False,False,True
8120,2008,120000,191000,17.92,1086.0,62.1,True,True,True,False,False,False
4990,2007,150000,80000,19.7,796.0,46.3,True,True,True,False,True,False
5594,2013,695000,120000,19.01,1461.0,108.45,False,True,True,False,False,False
7464,2015,600000,136000,19.01,1461.0,108.45,False,True,True,False,False,False
6010,2016,390000,42000,19.09,1405.0,69.01,False,True,True,True,False,False
295,2012,330000,50000,18.6,1197.0,85.8,True,True,True,True,False,False
6750,2013,250000,25000,20.0,1399.0,68.1,False,True,True,False,False,False
6542,2017,725000,75000,26.1,1498.0,99.23,False,False,True,False,False,False
3326,2009,525000,217000,12.8,2494.0,102.0,False,True,True,False,True,True
6242,2017,700000,65000,26.59,1248.0,74.0,False,True,True,False,False,False
118,2017,440000,35000,20.51,998.0,67.04,True,True,True,False,False,False
1613,2013,120000,120000,22.3,1248.0,74.0,False,True,True,False,False,False
242,2007,80000,120000,13.2,1495.0,94.0,True,True,True,True,False,False
6986,2013,240000,44000,20.92,998.0,67.1,True,True,True,True,False,False
89,2017,280000,32000,14.0,796.0,35.0,True,False,True,False,False,False
7993,2015,500000,117000,20.85,1197.0,83.14,True,True,True,False,False,False
7085,2015,434999,50000,20.14,1498.0,88.8,False,True,True,False,False,False
520,2012,450000,30000,17.5,1197.0,85.8,True,True,True,False,False,False
7074,2012,300000,120000,23.0,1396.0,90.0,False,True,True,True,False,False
615,2012,300000,70000,20.0,1399.0,68.0,False,True,True,True,False,False
5414,2014,999000,25000,15.4,2179.0,120.0,False,True,True,False,False,True
4611,2014,350000,101200,15.3,2956.0,83.83,False,True,True,True,False,True
6766,2007,90000,60000,18.0,995.0,62.0,True,True,True,True,False,False
4643,2014,260000,40000,16.8,796.0,34.2,True,True,True,False,False,False
7608,2019,800000,35700,28.4,1248.0,74.02,False,False,True,False,False,False
7293,2015,650000,57000,23.65,1248.0,88.5,False,False,True,False,False,False
2836,2019,470000,9000,21.63,998.0,67.04,True,False,False,False,False,False
2708,2009,1100000,60000,16.07,1995.0,181.0,False,True,False,True,False,False
2469,2017,265000,90000,23.01,999.0,67.0,True,True,True,False,False,False
7893,2011,250000,140000,14.4,1598.0,103.6,True,True,False,True,False,False
3656,2012,335000,100000,20.54,1598.0,103.6,False,True,True,False,False,False
737,2018,531000,20000,18.9,1197.0,81.86,True,True,False,False,False,False
802,2017,573000,30000,20.4,1197.0,81.8,True,True,True,False,False,False
6861,2003,125000,120000,12.7,2609.0,116.6,False,True,True,False,True,True
3349,2014,480000,54891,23.59,1364.0,67.04,False,False,True,False,False,False
3267,2017,515000,23000,21.4,1197.0,83.1,True,True,True,False,False,False
5335,2015,401000,74000,24.4,1120.0,71.0,False,True,True,True,False,False
1647,2015,470000,110000,26.59,1248.0,74.0,False,True,True,False,False,False
1419,2014,220000,50000,21.1,814.0,55.2,True,True,True,False,True,False
6096,2014,680000,64000,20.77,1248.0,88.8,False,True,True,True,False,True
2222,2018,700000,42000,18.6,1368.0,98.63,True,True,False,False,False,False
4992,2015,1050000,70000,12.99,2494.0,100.6,False,True,True,False,False,True
4449,2015,600000,80000,15.96,2523.0,62.1,False,True,True,False,False,True
343,2005,89000,90000,18.9,998.0,67.1,True,True,True,True,False,False
7384,2016,240000,35000,22.74,796.0,47.3,True,True,True,True,False,False
1652,2020,675000,5000,20.7,1197.0,81.86,True,True,False,False,False,False
6062,2017,650000,60000,22.54,1396.0,88.73,False,True,True,False,False,False
4138,2017,700000,15000,21.21,1197.0,81.8,True,True,False,False,False,False
6352,2013,125000,139000,25.44,936.0,57.6,False,True,True,False,False,False
6480,2019,990000,15000,17.0,1591.0,121.3,True,True,True,False,False,False
6657,2015,1250000,90000,12.99,2494.0,100.6,False,True,True,False,False,True
4633,2017,800000,51146,24.3,1248.0,88.5,False,True,True,False,False,False
6199,2013,300000,75000,18.9,1197.0,82.0,True,True,True,False,True,False
6300,2017,650000,70000,26.59,1248.0,74.0,False,True,True,False,False,False
8125,2009,382000,120000,19.3,1248.0,73.9,False,True,True,False,False,False
3544,2015,1050000,28000,15.1,2179.0,140.0,False,True,True,True,False,True
777,2012,250000,40000,22.3,1248.0,74.0,False,True,True,False,False,False
5837,2020,537000,5000,17.0,1198.0,108.5,True,True,True,False,False,False
3130,2017,500000,26000,19.34,1198.0,76.0,True,True,False,False,False,False
3811,2013,500000,70000,15.85,1499.0,110.4,True,True,True,True,False,False
2837,2014,221000,65000,19.09,1405.0,69.01,False,False,True,False,False,False
7197,2004,90000,70000,19.7,796.0,46.3,True,True,True,False,True,False
355,2013,400000,70000,23.59,1364.0,67.06,False,False,True,True,False,False
6734,2016,550000,35000,25.8,1498.0,98.6,False,True,True,False,False,False
4989,2017,550000,25000,18.9,1197.0,82.0,True,True,True,False,False,False
3639,2017,300000,30000,23.01,999.0,67.0,True,True,True,False,False,False
6954,2007,220000,136000,16.1,1298.0,88.2,True,True,True,True,False,False
5330,2010,150000,70000,15.7,1405.0,70.0,False,True,True,False,True,False
5417,2012,150000,40000,21.1,814.0,55.2,True,True,True,False,False,False
3268,2017,800000,14000,22.54,1396.0,88.73,False,True,True,False,False,False
1953,2010,150000,120000,19.7,796.0,46.3,True,True,True,True,False,False
380,2019,650000,5621,22.0,1197.0,81.8,True,False,False,False,False,False
1899,2013,440000,75000,22.07,1199.0,73.9,False,True,True,True,False,False
4644,2015,300000,50000,22.74,796.0,47.3,True,True,True,False,False,False
3136,2016,919999,90150,24.3,1248.0,88.5,False,True,True,False,False,False
3444,2018,1035000,15000,25.5,1498.0,98.6,False,True,True,False,False,False
974,2013,300000,65000,22.1,1248.0,76.9,False,True,True,False,False,False
4170,2013,400000,70000,22.9,1248.0,74.0,False,True,True,False,False,False
4029,2014,400000,40000,18.9,1197.0,82.0,True,True,True,True,False,False
4309,2007,125000,120000,15.0,1586.0,104.68,True,True,True,False,True,False
2552,2015,620000,140000,20.45,1461.0,83.8,False,True,True,True,False,False
6614,2009,45000,100000,17.2,1396.0,53.5,False,True,True,True,False,False
2440,2009,180000,70000,20.36,1197.0,78.9,True,True,True,True,False,False
3747,2012,320000,110000,19.01,1461.0,108.45,False,True,True,False,True,False
6826,2011,200000,80000,17.0,1405.0,71.0,False,True,True,False,False,False
92,2015,351000,45000,19.81,1086.0,68.05,True,False,True,True,False,False
3955,2014,540000,110000,14.0,2523.0,75.0,False,True,True,False,False,True
2174,2011,235000,100000,22.9,1248.0,74.0,False,True,True,True,False,False
7579,2016,650000,30000,27.3,1498.0,98.6,False,True,True,True,False,False
8112,2018,746000,24000,24.4,1498.0,98.63,False,True,True,False,False,False
4709,2007,300000,110000,10.5,2179.0,120.0,False,True,True,True,False,True
556,2017,700000,43000,15.4,1497.0,117.3,True,False,True,False,False,True
6223,2010,130000,28000,19.7,796.0,46.3,True,True,True,True,False,False
2927,2014,220000,10000,20.3,998.0,68.05,True,True,True,False,False,False
4483,2017,575000,96000,19.87,1461.0,83.8,False,True,True,False,False,False
7139,2015,750000,40000,17.4,1497.0,117.3,True,True,True,False,False,False
3881,2009,180000,80000,17.92,1086.0,62.1,True,True,True,True,False,False
1480,2019,550000,30000,23.84,1199.0,83.83,True,True,False,False,False,False
3728,2017,484999,26000,21.21,1197.0,81.8,True,True,True,True,False,False
7809,2009,145000,30000,18.0,995.0,62.0,True,True,True,False,False,False
3705,2017,810000,80000,20.73,1373.0,91.1,True,True,True,False,False,False
6646,2010,350000,190000,19.3,1248.0,73.9,False,True,True,True,False,False
704,2015,590000,40000,18.49,1493.0,100.0,False,True,True,True,False,True
6867,2019,350000,15000,23.95,998.0,67.05,True,True,True,False,False,False
5268,2018,750000,25000,28.09,1248.0,88.5,False,True,True,False,False,False
3674,2014,312000,80000,13.7,1399.0,98.82,True,True,True,False,False,True
3587,2018,795000,2860,23.8,1499.0,98.97,False,False,True,False,False,False
3069,2015,320000,60000,20.51,998.0,67.04,True,True,True,False,False,False
4392,2015,425000,75000,20.52,1197.0,81.8,True,False,True,False,False,False
1635,2011,200000,80000,20.0,1399.0,68.0,False,True,True,True,False,False
2532,2014,320000,39395,21.2,1248.0,75.0,False,True,True,False,False,False
